name,meaning,gender,gender_m,gender_f,korean_meaning,celebrity
Lashon,God is merciful,boy,True,False,하나님은 자비로우시다,[]
Lashonda,God is merciful,girl,False,True,하나님은 자비로우시다,[]
Lasse,City of laurels,boy,True,False,월계수의 도시,"{'name': 'louise lasser', 'net_worth': 1500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'teacher', 'screenwriter'], 'birthday': '1939-04-11', 'age': 83, 'is_alive': True}"
Lassi,City of laurels,boy,True,False,월계수의 도시,[]
Lassie,Little girl,girl,False,True,어린 소녀,[]
Lata,Vine plant,girl,False,True,덩굴 식물,"{'name': 'latanya richardson', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'television_producer', 'television_director'], 'birthday': '1949-10-21', 'age': 72, 'is_alive': True}"
Latanya,Unclear,girl,False,True,불분명,"[{'name': 'latanya richardson', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'television_producer', 'television_director'], 'birthday': '1949-10-21', 'age': 72, 'is_alive': True}]"
Latasha,Birthday of Christ,girl,False,True,그리스도의 생일,[]
Latham,From Latham,boy,True,False,라담에서,"{'name': 'ellen latham', 'net_worth': 200000000}"
Latif,Kindness or gentleness,boy,True,False,"친절, 상냥함","{'name': 'mustafa latif topbas', 'net_worth': 1500000000}"
Latisha,Happy and joyous woman,girl,False,True,행복하고 즐거운 여자,[]
Latonya,Invaluable,girl,False,True,귀중한,[]
Latoya,Woman of victory,girl,False,True,"피해자의 여자, 와이",[]
Latrell,King's property,boy,True,False,왕의 재산,"[{'name': 'latrell sprewell', 'net_worth': 50000, 'gender': 'male', 'nationality': 'us', 'occupation': ['basketball_player'], 'birthday': '1970-09-08', 'age': 52, 'is_alive': True}]"
Lattimer,Interpreter or Latin speaker,boy,True,False,"통역사, 라틴어 화자",[]
Laur,Bay laurel tree,boy,True,False,만월계수,"{'name': 'laura linney', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'television_producer', 'singer', 'voice_actor'], 'height': 1.7, 'birthday': '1964-02-05', 'age': 58, 'is_alive': True}"
Laura,Bay laurel tree,girl,False,True,만월계수,"{'name': 'laura linney', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'television_producer', 'singer', 'voice_actor'], 'height': 1.7, 'birthday': '1964-02-05', 'age': 58, 'is_alive': True}"
Laurel,Laurel tree,boygirl,True,True,월계수,"{'name': 'laurel holloman', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'artist', 'visual_artist'], 'height': 1.67, 'birthday': '1971-05-23', 'age': 51, 'is_alive': True}"
Lauren,Laurel tree,boygirl,True,True,월계수,"{'name': 'laurence olivier', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['actor', 'film_producer', 'film_director', 'screenwriter', 'television_producer', 'voice_actor'], 'height': 1.78, 'birthday': '1907-05-22', 'age': 82, 'is_alive': False, 'death': '1989-07-11'}"
Laurenco,City of laurels,boy,True,False,월계수의 도시,[]
Laurens,City of laurels,boy,True,False,월계수의 도시,[]
Laurentin,City of laurels,boy,True,False,월계수의 도시,[]
Laurentinus,City of laurels,boy,True,False,월계수의 도시,[]
Laurentius,City of laurels,boy,True,False,월계수의 도시,[]
Lauretta,Bay laurel tree,girl,False,True,만월계수,[]
Laurissa,Bay laurel tree,girl,False,True,만월계수,[]
Laurits,City of laurels,boy,True,False,월계수의 도시,[]
Lauritz,City of laurels,boy,True,False,월계수의 도시,[]
Lavada,Washed,girl,False,True,세척,[]
Lavanya,Gracefulness,girl,False,True,우아함,[]
Lavar,Unclear,boy,True,False,불분명,"{'name': 'lavar arrington', 'net_worth': 45000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player'], 'height': 1.91, 'birthday': '1978-06-20', 'age': 44, 'is_alive': True}"
Lavelle,Valley,boy,True,False,골짜기,[]
Laverne,Alder tree,boygirl,True,True,앨더 나무,"{'name': 'laverne cox', 'net_worth': 4000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'television_producer']}"
Lavinia,Unclear,girl,False,True,불분명,[]
Lavon,White,boy,True,False,하얀색,[]
Lavonne,Of the yew tree,girl,False,True,주목나무의,[]
Lawan,Gorgeous,girl,False,True,"G, 지질","[{'name': 'lawanda page', 'net_worth': 500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['comedian', 'actor', 'singer', 'stripper', 'dancer'], 'birthday': '1920-10-19', 'age': 81, 'is_alive': False, 'death': '2002-09-14'}]"
Lawanda,From the Vandal tribe,girl,False,True,반달 부족 출신,"[{'name': 'lawanda page', 'net_worth': 500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['comedian', 'actor', 'singer', 'stripper', 'dancer'], 'birthday': '1920-10-19', 'age': 81, 'is_alive': False, 'death': '2002-09-14'}]"
Lawford,From a Hill ford.,boy,True,False,"언덕에서 f, 디.",[]
Lawrence,City of laurels,boy,True,False,월계수의 도시,"{'name': 'joey lawrence', 'net_worth': 250000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'presenter', 'television_producer', 'voice_actor', 'record_producer', 'singer-songwriter'], 'height': 1.73, 'birthday': '1976-04-20', 'age': 46, 'is_alive': True}"
Lawson,Laurence's son,boy,True,False,로렌스의 아들,"{'name': 'ty lawson', 'net_worth': 13000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['basketball_player'], 'height': 1.8, 'birthday': '1987-11-03', 'age': 34, 'is_alive': True}"
Lawton,From a settlement on a low hill,boy,True,False,낮은 언덕의 정착지에서,"[{'name': 'denyce lawton', 'net_worth': 11000000, 'gender': 'female', 'nationality': 'kr', 'occupation': ['actor', 'model', 'film_producer'], 'height': 1.68, 'birthday': '1978-05-02', 'age': 44, 'is_alive': True}]"
Lawyer,Person who deals with law,boy,True,False,법을 다루는 사람,[]
Laxman,Marked with luck,boy,True,False,행운으로 표시,[]
Laxmi,Observing,girl,False,True,관찰,[]
Layla,Woman of the night,girl,False,True,밤의 여자,"[{'name': 'layla kayleigh', 'net_worth': 500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['presenter', 'actor'], 'height': 1.6, 'birthday': '1984-01-26', 'age': 38, 'is_alive': True}]"
Layton,A settlement with a water course,boy,True,False,수로가 있는 정착지,"{'name': 'royce clayton', 'net_worth': 13000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['baseball_player', 'actor'], 'birthday': '1970-01-02', 'age': 52, 'is_alive': True}"
Lazarus,My helper is God,boy,True,False,나의 조력자는 하나님,[]
Lazzaro,My helper is God,boy,True,False,나의 조력자는 하나님,[]
Leaf,"Dear, darling",boy,True,False,"~에게, 여보","{'name': 'ryan leaf', 'net_worth': 1000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player'], 'height': 1.96, 'birthday': '1976-05-15', 'age': 46, 'is_alive': True}"
Leah,Delicate woman,girl,False,True,섬세한 여자,"{'name': 'leah felder jenner', 'net_worth': 1500000}"
Leander,Strong like the lion,boy,True,False,사자처럼 강하다,[]
Leandra,Lion woman,girl,False,True,사자 여자,[]
Leandre,Strong like the lion,boy,True,False,사자처럼 강하다,[]
Leandro,Strong like the lion,boy,True,False,사자처럼 강하다,"[{'name': 'leandro rizzuto', 'net_worth': 3000000000}]"
Leanna,"Gracious, merciful",girl,False,True,"공손한, 자비로운","{'name': 'leanna archer', 'net_worth': 5000000}"
Leannan,Of a courtesan,boy,True,False,창녀의,[]
Lear,From the river Legra,boy,True,False,레그라 강에서,"{'name': 'michael learned', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.7, 'birthday': '1939-04-09', 'age': 83, 'is_alive': True}"
Leary,Keeper of calves,boy,True,False,송아지 수호자,"{'name': ""kevin o'leary"", 'net_worth': 400000000, 'gender': 'male', 'nationality': 'ca', 'occupation': ['entrepreneur', 'venture_capitalist', 'actor'], 'birthday': '1954-07-09', 'age': 68, 'is_alive': True}"
Leatrice,Voyager,girl,False,True,보이저,[]
Lebaron,The warrior,boy,True,False,"와리, ",[]
Lech,Fallow land,boy,True,False,휴경지,"{'name': 'herve villechaize', 'net_worth': 100000, 'gender': 'male', 'nationality': 'fr', 'occupation': ['actor'], 'height': 1.17, 'birthday': '1943-04-23', 'age': 50, 'is_alive': False, 'death': '1993-09-04'}"
Leda,True woman,girl,False,True,진정한 여자,"{'name': 'kaitlin doubleday', 'net_worth': 3500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'birthday': '1984-07-19', 'age': 38, 'is_alive': True}"
Lee,From a clearing,boygirl,True,True,개간에서,"{'name': 'lee bass', 'net_worth': 2300000000, 'gender': 'male', 'nationality': 'us', 'birthday': '1957'}"
Leeman,From a clearing,boy,True,False,개간에서,[]
Leena,Torch of light,girl,False,True,"티, 빛의 채널","[{'name': 'syleena johnson', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['singer', 'model', 'songwriter', 'singer-songwriter', 'actor'], 'height': 1.78, 'birthday': '1976-09-02', 'age': 46, 'is_alive': True}]"
Legolas,Leaf,boy,True,False,잎,[]
Lei,Thunderous,boygirl,True,True,불온한,"{'name': 'al leiter', 'net_worth': 34000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['baseball_player'], 'birthday': '1965-10-23', 'age': 56, 'is_alive': True}"
Leialoha,Darling child,boygirl,True,True,달링 아이,[]
Leif,Successor,boy,True,False,"성공, ","{'name': 'leif g.w. persson', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'se', 'occupation': ['criminologist', 'author', 'teacher'], 'height': 1.85, 'birthday': '1945-03-12', 'age': 77, 'is_alive': True}"
Leigh,From a clearing,boy,True,False,개간에서,"{'name': 'analeigh tipton', 'net_worth': 1500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['fashion_model', 'actor', 'figure_skater'], 'height': 1.75, 'birthday': '1988-11-09', 'age': 33, 'is_alive': True}"
Leighton,Leek farms,boy,True,False,부추 농장,"[{'name': 'leighton meester', 'net_worth': 16000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'singer', 'model'], 'height': 1.64, 'birthday': '1986-04-09', 'age': 36, 'is_alive': True}]"
Leilani,Heavenly woman,girl,False,True,천상의 여인,[]
Leimomi,Daughter of pearls,girl,False,True,진주의 딸,[]
Leinani,Gorgeous child,girl,False,True,"G, 기이 한 아이",[]
Leith,Damp or moist,boy,True,False,"습기, 촉촉한",[]
Lekan,My wealth is growing,boy,True,False,내 재산이 늘어나고 있다,"[{'name': 'nandan nilekani', 'net_worth': 1300000000, 'gender': 'male', 'nationality': 'in', 'occupation': ['entrepreneur'], 'birthday': '1955-06-02', 'age': 67, 'is_alive': True}]"
Leland,From near fallow land,boy,True,False,가까운 휴경지에서,"{'name': 'leland orser', 'net_worth': 8000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.73, 'birthday': '1960-08-06', 'age': 62, 'is_alive': True}"
Lelia,Laelia flower,girl,False,True,라엘리아 꽃,[]
Lemuel,God's belonging,boy,True,False,하나님의 소유,"[{'name': 'lemuel jeanpierre', 'net_worth': 13000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player'], 'height': 1.91, 'birthday': '1987-05-19', 'age': 35, 'is_alive': True}]"
Lene,Woman from Magdala,girl,False,True,막달라에서 온 여인,"{'name': 'helene fischer', 'net_worth': 25000000, 'gender': 'female', 'nationality': 'de', 'occupation': ['singer', 'dancer', 'entertainer'], 'birthday': '1984-08-05', 'age': 38, 'is_alive': True}"
Lenka,Torch of light,girl,False,True,"티, 빛의 채널",[]
Lennart,Strong like the lion,boy,True,False,사자처럼 강하다,[]
Lennon,Of a courtesan,boy,True,False,창녀의,"{'name': 'julian lennon', 'net_worth': 50000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['singer', 'musician', 'writer', 'singer-songwriter', 'record_producer', 'guitarist', 'actor', 'film_score_composer'], 'birthday': '1963-04-08', 'age': 59, 'is_alive': True}"
Lennox,Smooth farm,boy,True,False,부드러운 농장,"{'name': 'annie lennox', 'net_worth': 60000000, 'gender': 'female', 'nationality': 'gb', 'occupation': ['singer-songwriter', 'actor', 'musician', 'political_activist'], 'height': 1.75, 'birthday': '1954-12-25', 'age': 67, 'is_alive': True}"
Lenny,Strong like the lion,boy,True,False,사자처럼 강하다,"{'name': 'lenny dykstra', 'net_worth': -25000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['baseball_player'], 'birthday': '1963-02-10', 'age': 59, 'is_alive': True}"
Lenore,"Sympathy, compassion",girl,False,True,"공감, 동정심",[]
Lenwood,River in the woods,boy,True,False,숲속의 강,[]
Leo,Lion man,boy,True,False,라이온맨,"{'name': 'leonard lipton', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['inventor', 'physicist'], 'birthday': '1940-05-18', 'age': 82, 'is_alive': True}"
Leola,Lion woman,girl,False,True,사자 여자,[]
Leolani,Heavenly woman,boy,True,False,천상의 여인,[]
Leon,Lion man,boy,True,False,라이온맨,"{'name': 'leonard lipton', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['inventor', 'physicist'], 'birthday': '1940-05-18', 'age': 82, 'is_alive': True}"
Leona,Lion woman,girl,False,True,사자 여자,"{'name': 'leonard lipton', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['inventor', 'physicist'], 'birthday': '1940-05-18', 'age': 82, 'is_alive': True}"
Leonard,Strong like the lion,boy,True,False,사자처럼 강하다,"{'name': 'leonard lipton', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['inventor', 'physicist'], 'birthday': '1940-05-18', 'age': 82, 'is_alive': True}"
Leonardo,Strong like the lion,boy,True,False,사자처럼 강하다,"{'name': 'leonardo dicaprio', 'net_worth': 260000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'film_producer', 'television_producer'], 'height': 1.83, 'birthday': '1974-11-11', 'age': 47, 'is_alive': True}"
Leonidas,Lion man,boy,True,False,라이온맨,[]
Leonor,"Sympathy, compassion",girl,False,True,"공감, 동정심","[{'name': 'leonor watling', 'net_worth': 4000000, 'gender': 'female', 'nationality': 'es', 'occupation': ['singer', 'musician', 'actor', 'lyricist'], 'height': 1.6, 'birthday': '1975-07-28', 'age': 47, 'is_alive': True}]"
Leontine,Lion woman,girl,False,True,사자 여자,[]
Leopold,Courageous people,boy,True,False,용기있는 사람들,[]
Leopolda,Courageous woman,girl,False,True,용감한 여자,[]
Leos,Lion man,boy,True,False,라이온맨,[]
Lerato,Beloved woman,girl,False,True,사랑하는 여자,[]
Leroy,King,boy,True,False,왕,[]
Les,Holly orchard,boy,True,False,"홀리, 근대","{'name': 'jenna marbles', 'net_worth': 8000000, 'gender': 'female', 'occupation': ['comedian'], 'height': 1.65, 'birthday': '1986-09-15', 'age': 36, 'is_alive': True}"
Lesedi,Woman of light,girl,False,True,빛의 여자,[]
Leslie,Holly orchard,boygirl,True,True,"홀리, 근대","{'name': 'leslie david baker', 'net_worth': 4000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'birthday': '1958-02-19', 'age': 64, 'is_alive': True}"
Lester,From a fort near the river Legra,boy,True,False,"f에서, t 레그라 강 근처","{'name': 'mark lester', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['actor', 'osteopathy'], 'birthday': '1958-07-11', 'age': 64, 'is_alive': True}"
Lesya,Protector of humanity,girl,False,True,"보호하다, 인류의","[{'name': 'olesya rulin', 'net_worth': 1000000, 'gender': 'female', 'nationality': 'ru', 'occupation': ['actor', 'ballet_dancer', 'model'], 'height': 1.52, 'birthday': '1986-03-17', 'age': 36, 'is_alive': True}]"
Leta,With pleasure,girl,False,True,기쁨으로,"{'name': 'david archuleta', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['singer-songwriter', 'actor', 'musician'], 'height': 1.6, 'birthday': '1990-12-28', 'age': 31, 'is_alive': True}"
Letha,Truthful,girl,False,True,거짓말 안하는,"{'name': 'lethal bizzle', 'net_worth': 1000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['rapper', 'actor'], 'birthday': '1984-09-14', 'age': 38, 'is_alive': True}"
Letitia,Happy and joyous woman,girl,False,True,행복하고 즐거운 여자,"{'name': 'letitia wright', 'net_worth': 4000000, 'gender': 'female', 'nationality': 'gy', 'occupation': ['actor'], 'birthday': '1993-10-31', 'age': 28, 'is_alive': True}"
Lettice,Happy and joyous woman,girl,False,True,행복하고 즐거운 여자,[]
Letty,Happy and joyous woman,girl,False,True,행복하고 즐거운 여자,[]
Lev,Lion man,boy,True,False,라이온맨,"{'name': 'harvey levin', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['lawyer', 'television_producer', 'presenter', 'screenwriter', 'editor', 'journalist', 'actor'], 'birthday': '1950-09-02', 'age': 72, 'is_alive': True}"
Levent,Good-looking,boy,True,False,잘생김,"[{'name': 'rick leventhal', 'net_worth': 3000000}]"
Lever,Fleet footed,boy,True,False,함대 발,"{'name': 'kate levering', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'dancer'], 'height': 1.62, 'birthday': '1979-01-03', 'age': 43, 'is_alive': True}"
Leverett,Fleet footed,boy,True,False,함대 발,[]
Levi,Connected,boy,True,False,연결됨,"{'name': 'harvey levin', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['lawyer', 'television_producer', 'presenter', 'screenwriter', 'editor', 'journalist', 'actor'], 'birthday': '1950-09-02', 'age': 72, 'is_alive': True}"
Levin,Connected,boy,True,False,연결됨,"{'name': 'harvey levin', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['lawyer', 'television_producer', 'presenter', 'screenwriter', 'editor', 'journalist', 'actor'], 'birthday': '1950-09-02', 'age': 72, 'is_alive': True}"
Lewis,Well-known fighter,boy,True,False,유명한 파이터,"{'name': 'lewis howes new worth', 'net_worth': 10000000}"
Lex,Defender of man,boy,True,False,남자의 수비수,"{'name': 'alex turner', 'net_worth': 25000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['singer', 'guitarist', 'songwriter', 'musician', 'composer'], 'height': 1.77, 'birthday': '1986-01-06', 'age': 36, 'is_alive': True}"
Lexi,Protector of humanity,girl,False,True,"보호하다, 인류의","{'name': 'alexi lalas', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['coach', 'commentator'], 'height': 1.91, 'birthday': '1970-06-01', 'age': 52, 'is_alive': True}"
Leyton,Leek farm,boy,True,False,부추 농장,"[{'name': 'lleyton hewitt', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'au', 'occupation': ['tennis_player'], 'height': 1.8, 'birthday': '1981-02-24', 'age': 41, 'is_alive': True}]"
Li,Strong or powerful,boy,True,False,"강한, 강한","{'name': 'barbara broccoli', 'net_worth': 300000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['film_producer', 'theatrical_producer'], 'birthday': '1960-06-18', 'age': 62, 'is_alive': True}"
Lia,Beautiful rose,girl,False,True,아름다운 장미,"{'name': 'ricky williams', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player', 'athlete'], 'height': 1.78, 'birthday': '1977-05-21', 'age': 45, 'is_alive': True}"
Liam,Strong mind and protection,boy,True,False,강한 마음과 보호,"{'name': 'ricky williams', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player', 'athlete'], 'height': 1.78, 'birthday': '1977-05-21', 'age': 45, 'is_alive': True}"
Lian,Lovely willow,boygirl,True,True,사랑스러운 버드나무,"{'name': 'gillian flynn', 'net_worth': 12000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['novelist', 'author', 'critic', 'screenwriter'], 'birthday': '1971'}"
Liana,My lord responded,girl,False,True,"마이 엘, d 응답","{'name': 'liliana mumy', 'net_worth': 4000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'voice_actor'], 'height': 1.6, 'birthday': '1994-04-16', 'age': 28, 'is_alive': True}"
Liang,Bright one,boygirl,True,True,밝은 것,"{'name': 'liang wengen', 'net_worth': 3700000000, 'gender': 'male', 'birthday': '1956'}"
Libby,Promise of God,girl,False,True,하나님의 약속,[]
Liberty,Free woman,girl,False,True,자유로운 여성,"{'name': 'liberty devitto', 'net_worth': 25000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['drummer', 'musician'], 'birthday': '1950-08-08', 'age': 72, 'is_alive': True}"
Lida,One who loves people,girl,False,True,사람을 사랑하는 사람,"{'name': 'jennifer holliday', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['singer', 'actor'], 'birthday': '1960-10-19', 'age': 61, 'is_alive': True}"
Lidan,I have an arbiter,boy,True,False,나에게는 중재자가 있다,[]
Liddell,Coming from a loud river valley,boy,True,False,시끄러운 강 계곡에서 오는,"[{'name': 'chuck liddell', 'net_worth': 14000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['mixed_martial_artist', 'coach', 'actor'], 'height': 1.88, 'birthday': '1969-12-17', 'age': 52, 'is_alive': True}]"
Liddy,Promise of God,girl,False,True,하나님의 약속,"[{'name': 'g gordon liddy', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['lawyer', 'politician', 'soldier', 'author', 'pilot', 'government_agent', 'actor'], 'birthday': '1930-11-30', 'age': 91, 'is_alive': True}]"
Lidka,Coming from Lydia,girl,False,True,리디아에서 온,[]
Lidochka,Coming from Lydia,girl,False,True,리디아에서 온,[]
Lieb,Dear one,boy,True,False,친애하는,"{'name': 'wendy liebman', 'net_worth': 500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['comedian'], 'birthday': '1961-02-27', 'age': 61, 'is_alive': True}"
Lieber,Dear one,boy,True,False,친애하는,"{'name': 'nancy lieberman', 'net_worth': 3000000}"
Lieke,God's messenger,girl,False,True,신의 메신저,[]
Lien,Free woman,girl,False,True,자유로운 여성,"{'name': 'max julien', 'net_worth': 400000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'screenwriter'], 'birthday': '1945-01-01', 'age': 77, 'is_alive': True}"
Lieven,Dear friend,boy,True,False,친구에게,[]
Liisa,Promise of God,girl,False,True,하나님의 약속,[]
Liisi,Promise of God,girl,False,True,하나님의 약속,[]
Lijla,Lily flower,girl,False,True,백합 꽃,[]
Likeke,Courageous ruler,boy,True,False,용감한 통치자,[]
Lila,Woman of the night,girl,False,True,밤의 여자,"{'name': 'david gilliland', 'net_worth': 22000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['race_car_driver'], 'birthday': '1976-04-01', 'age': 46, 'is_alive': True}"
Lileas,Lily flower,girl,False,True,백합 꽃,[]
Lilias,Lily flower,girl,False,True,백합 꽃,[]
Lilibeth,Promise of God,girl,False,True,하나님의 약속,[]
Liling,Sound of white jasmine,girl,False,True,화이트 재스민의 소리,[]
Lilinoe,Goddess of haze,girl,False,True,안개의 여신,[]
Lilith,Woman of the night,girl,False,True,밤의 여자,[]
Liliya,Lily flower,girl,False,True,백합 꽃,[]
Lillian,Lily flower,girl,False,True,백합 꽃,[]
Lily,Lily flower,girl,False,True,백합 꽃,"{'name': 'lily cole', 'net_worth': 14000000, 'gender': 'female', 'nationality': 'gb', 'occupation': ['model', 'actor'], 'height': 1.79, 'birthday': '1987-12-27', 'age': 34, 'is_alive': True}"
Lim,From the woods,boygirl,True,True,숲에서,"{'name': 'david limbaugh', 'net_worth': 10000000}"
Lin,From the woods,boygirl,True,True,숲에서,"{'name': 'merle allin', 'net_worth': 100000, 'gender': 'male', 'nationality': 'us', 'birthday': '1953-09-01', 'age': 69, 'is_alive': True}"
Lina,Little palm tree,girl,False,True,작은 야자수,"{'name': 'paulina rubio', 'net_worth': 35000000, 'gender': 'female', 'nationality': 'mx', 'occupation': ['singer', 'actor', 'songwriter', 'musician', 'model', 'businessperson', 'tv_personality', 'presenter', 'singer-songwriter'], 'height': 1.62, 'birthday': '1971-06-17', 'age': 51, 'is_alive': True}"
Linch,From a bank or a slope,boy,True,False,"은행에서, 경사","[{'name': 'danny clinch', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['photographer', 'film_director'], 'birthday': '1964'}]"
Lincoln,From a lake colony,boy,True,False,호수 식민지에서,"{'name': 'lincoln chafee', 'net_worth': 50000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['farrier', 'politician'], 'birthday': '1953-03-26', 'age': 69, 'is_alive': True}"
Linda,Tender woman,girl,False,True,부드러운 여자,"{'name': 'linda gray', 'net_worth': 12000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'model'], 'height': 1.72, 'birthday': '1940-09-12', 'age': 82, 'is_alive': True}"
Lindberg,Hill with lime trees on it,boy,True,False,그것에 라임 나무와 언덕,"{'name': 'charles lindbergh', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['pilot', 'author', 'inventor', 'peace_activist', 'explorer', 'social_activist'], 'height': 1.91, 'birthday': '1902-02-04', 'age': 72, 'is_alive': False, 'death': '1974-08-26'}"
Linde,From near a lime tree,boy,True,False,라임 나무 근처에서,"{'name': 'mike lindell', 'net_worth': 300000000}"
Lindell,From near a lime tree,boy,True,False,라임 나무 근처에서,"[{'name': 'mike lindell', 'net_worth': 300000000}]"
Linden,From near a lime tree,boy,True,False,라임 나무 근처에서,"{'name': 'trevor linden', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'ca', 'occupation': ['ice_hockey_player'], 'height': 1.93, 'birthday': '1970-04-11', 'age': 52, 'is_alive': True}"
Lindley,From near a lime forest,boy,True,False,"라임 f 근처에서, 동부 표준시","[{'name': 'david lindley', 'net_worth': 500000}]"
Lindsay,From the Lindum Isle,boygirl,True,True,린덤 섬에서,"{'name': 'lindsay lohan', 'net_worth': 800000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'singer', 'entrepreneur', 'model', 'fashion_designer', 'singer-songwriter', 'designer', 'music_artist', 'film_producer', 'television_producer'], 'height': 1.65, 'birthday': '1986-07-02', 'age': 36, 'is_alive': True}"
Ling,Spiritual being,boygirl,True,True,영적 존재,"{'name': 'david darling', 'net_worth': 1000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['composer', 'film_score_composer'], 'birthday': '1941-03-03', 'age': 81, 'is_alive': True}"
Linh,Spiritual woman,girl,False,True,영적 여자,[]
Link,From a bank or a slope,boy,True,False,"은행에서, 경사","{'name': 'art linkletter', 'net_worth': 90000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['presenter', 'radio_personality', 'actor'], 'birthday': '1912-07-17', 'age': 97, 'is_alive': False, 'death': '2010-05-26'}"
Linn,Like a twinflower,girl,False,True,쌍둥이 꽃처럼,"{'name': 'laura linney', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'television_producer', 'singer', 'voice_actor'], 'height': 1.7, 'birthday': '1964-02-05', 'age': 58, 'is_alive': True}"
Linnea,Like a twinflower,girl,False,True,쌍둥이 꽃처럼,"[{'name': 'linnea quigley', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['film_producer', 'actor', 'model', 'singer'], 'height': 1.57, 'birthday': '1958-05-27', 'age': 64, 'is_alive': True}]"
